"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT16","WT18"
"USC00190736","BLUE HILL COOP, MA US","1967-10-22","0.00","0.0","0.0","56","40",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-23","0.00","0.0","0.0","58","36",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-24","0.00","0.0","0.0","62","44",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-25","0.01","0.0","0.0","62","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-26","0.38","0.0","0.0","60","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-27","0.19","0.0","0.0","55","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-28","0.29","0.0","0.0","58","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-29","0.00","0.0","0.0","48","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-30","0.00","0.0","0.0","49","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-10-31","0.00","0.0","0.0","47","36",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-01","0.02","0.0","0.0","49","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-02","0.01","0.0","0.0","57","47",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-03","0.09","0.0","0.0","68","52",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-04","0.03","0.0","0.0","64","41",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-05","0.00","0.0","0.0","47","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-06","0.00","0.0","0.0","46","27",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-07","0.27","1.0","1.0","44","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-08","0.02","0.0","0.0","38","26",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-09","0.03","0.0","0.0","40","22",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-10","0.00","0.0","0.0","47","31",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-11","0.00","0.0","0.0","50","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-12","0.07","0.0","0.0","55","45",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-13","0.00","0.0","0.0","48","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-14","0.00","0.0","0.0","38","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-15","0.53","4.0","4.0","35","18",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-16","0.00","0.0","4.0","28","16",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-17","0.29","0.0","2.0","40","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-18","0.28","0.0","0.0","48","31",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-19","0.00","0.0","0.0","42","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-20","0.00","0.0","0.0","34","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-21","0.00","0.0","0.0","34","19",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-22","0.32","0.8","1.0","42","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-23","0.76","0.0","0.0","46","36",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-24","0.00","0.0","0.0","44","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-25","0.43","0.0","0.0","40","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-26","0.00","0.0","0.0","55","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-27","0.00","0.0","0.0","45","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-28","0.00","0.0","0.0","34","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-29","0.00","0.0","0.0","32","21",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-11-30","0.00","0.0","0.0","29","19",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-01","0.00","0.0","0.0","29","16",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-02","0.00","0.0","0.0","31","12",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-03","1.70","0.0","0.0","50","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-04","0.17","0.0","0.0","41","29",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-05","0.00","0.0","0.0","41","28",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-06","0.00","0.0","0.0","36","25",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-07","0.00","0.0","0.0","36","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-08","0.20","0.0","0.0","43","35",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-09","0.00","0.0","0.0","42","24",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-10","0.00","0.0","0.0","30","18",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-11","0.64","0.2","0.0","39","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-12","0.79","0.0","0.0","50","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-13","0.00","0.0","0.0","53","39",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-14","0.00","0.0","0.0","44","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-15","0.00","0.0","0.0","33","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-16","0.00","0.0","0.0","29","17",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-17","0.00","0.0","0.0","38","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-18","0.01","0.0","0.0","40","30",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-19","0.00","0.0","0.0","53","37",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-20","0.00","0.0","0.0","45","33",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-21","0.00","0.0","0.0","49","32",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-22","0.42","0.0","0.0","54","35",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-23","0.69","7.5","4.0","35","22",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-24","0.00","0.0","5.0","26","16",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-25","0.00","0.0","5.0","37","19",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-26","0.03","0.0","3.0","39","17",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-27","0.00","0.0","2.0","28","12",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-28","2.16","9.5","2.0","35","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-29","0.82","0.2","7.0","37","20",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-30","0.00","0.0","7.0","27","14",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1967-12-31","0.48","5.4","7.0","32","23",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-01","0.04","0.3","12.0","28","3",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-02","0.00","0.0","10.0","16","-2",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-03","0.09","0.8","11.0","33","15",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-04","0.05","0.6","11.0","28","18",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-05","0.00","0.0","11.0","22","8",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-06","0.10","2.0","11.0","28","8",,,,,,,,,,,,
"USC00190736","BLUE HILL COOP, MA US","1968-01-07","0.68","7.8","13.0","30","2",,,,,,,,,,,,
